@RELATION credit

@ATTRIBUTE person_age NUMERIC
@ATTRIBUTE person_income NUMERIC
@ATTRIBUTE person_home_ownership {RENT,OWN,MORTGAGE,OTHER}
@ATTRIBUTE person_emp_length NUMERIC
@ATTRIBUTE loan_grade {A,B,C,D,E,F,G}

@DATA
21,44000,RENT,6,D
23,64000,RENT,0,C
23,100000,MORTGAGE,4,C
23,58000,MORTGAGE,7,C
26,54000,RENT,2,C
22,42500,RENT,0,C
23,67000,RENT,3,A
24,40000,MORTGAGE,8,A
24,24000,RENT,2,D
22,40680,RENT,2,B
23,64000,MORTGAGE,0,D
25,122000,MORTGAGE,8,C
22,59000,OTHER,3,D
26,126000,MORTGAGE,4,C
25,65000,OWN,9,C
25,77700,RENT,2,B
21,36000,RENT,3,C
25,75600,MORTGAGE,7,C
22,183000,MORTGAGE,3,A
22,35000,MORTGAGE,6,A
25,57000,RENT,5,D
23,120000,RENT,7,B
22,54252,MORTGAGE,6,A
23,11000,OWN,0,A
23,105000,RENT,7,B
26,85000,MORTGAGE,0,B
24,85000,MORTGAGE,1,A
22,27000,RENT,5,B
22,30000,OWN,5,B
25,47052,RENT,5,B
24,47928,RENT,1,B
25,105000,MORTGAGE,9,C
23,38400,RENT,7,C
22,24432,RENT,0,B
26,46800,MORTGAGE,3,B
24,40000,RENT,4,D
22,60000,MORTGAGE,7,B
25,38000,RENT,1,A
24,59600,RENT,8,A
24,95000,RENT,0,A
23,62000,RENT,0,C
22,18996,RENT,3,D
22,50000,OWN,1,A
26,32450,MORTGAGE,5,A
23,38000,RENT,7,B
22,48000,RENT,7,E
21,27200,RENT,0,C
26,12000,OWN,2,A
25,117014,MORTGAGE,5,A
22,12000,RENT,0,C
23,85000,RENT,2,B
22,31200,RENT,6,B
22,69000,MORTGAGE,6,D
23,40000,RENT,6,B
25,36000,RENT,0,B
26,54000,RENT,6,A
23,43000,RENT,1,A
24,35000,OWN,1,D
23,115000,RENT,2,A
23,55000,RENT,5,B
23,24000,RENT,4,C
25,96000,MORTGAGE,0,B
26,84191,MORTGAGE,5,A
23,54586,RENT,5,B
23,20400,RENT,5,D
24,138000,RENT,4,C
23,39000,RENT,1,B
25,69000,MORTGAGE,9,A
25,30000,MORTGAGE,3,A
22,70000,MORTGAGE,4,B
22,29570,RENT,6,D
26,90000,MORTGAGE,10,B
25,54996,MORTGAGE,0,A
23,60000,MORTGAGE,7,A
24,55000,RENT,0,B
23,48756,RENT,5,B
26,72000,MORTGAGE,7,B
24,72444,MORTGAGE,7,B
26,20004,MORTGAGE,4,B
23,70000,RENT,4,A
23,59000,MORTGAGE,7,A
24,62467,RENT,0,A
25,24000,OWN,7,A
23,180000,MORTGAGE,2,B
26,39996,RENT,0,B
25,30000,RENT,4,B
23,39000,RENT,2,D
23,170000,RENT,7,B
22,42000,RENT,1,B
24,84996,OWN,4,D
26,130000,MORTGAGE,8,A
23,78000,RENT,7,A
25,60000,RENT,9,B
22,33000,MORTGAGE,4,C
24,29000,RENT,1,B
24,76597,RENT,5,B
22,54800,OWN,7,A
24,55000,MORTGAGE,8,B
24,65000,OWN,8,A
22,43000,OWN,7,A
22,31200,RENT,5,C
25,107000,MORTGAGE,1,A
22,35000,RENT,1,C
23,48000,OWN,6,B
25,53000,RENT,6,C
24,52000,MORTGAGE,6,D
21,12000,MORTGAGE,5,E
22,36000,OWN,4,A
24,99000,MORTGAGE,8,A
25,20000,RENT,0,C
25,33280,RENT,1,B
22,72000,MORTGAGE,6,A
22,45630,RENT,0,E
22,42000,MORTGAGE,3,D
21,18456,RENT,2,C
22,150000,RENT,2,A
26,52000,MORTGAGE,2,A
23,72000,RENT,7,B
26,80004,MORTGAGE,4,B
23,74800,MORTGAGE,7,D
26,56000,RENT,10,B
22,68000,MORTGAGE,6,D
22,75500,MORTGAGE,6,A
22,37008,RENT,2,B
26,63400,OWN,0,B
23,36000,RENT,7,B
25,63000,MORTGAGE,0,D
24,55152,MORTGAGE,8,B
21,87500,MORTGAGE,5,C
24,49000,RENT,8,A
24,54100,RENT,5,A
24,24000,RENT,1,A
21,55000,RENT,5,B
22,48000,RENT,6,B
24,50000,MORTGAGE,2,A
22,50000,MORTGAGE,0,A
22,50000,MORTGAGE,5,B
22,54000,RENT,6,B
21,55600,RENT,2,A
23,46776,OWN,7,D
22,50000,MORTGAGE,2,B
22,30000,RENT,2,C
24,85000,MORTGAGE,2,B
22,51480,MORTGAGE,4,B
22,43200,OWN,6,A
23,26976,RENT,4,A
26,155142,MORTGAGE,6,D
26,42000,RENT,6,A
25,45996,RENT,2,G
23,19200,RENT,0,B
26,59000,RENT,7,D
25,29000,RENT,4,D
24,62000,RENT,1,C
23,17688,RENT,0,B
24,43200,MORTGAGE,0,C
22,71004,RENT,6,B
22,46000,RENT,1,D
24,36500,MORTGAGE,3,B
21,45432,MORTGAGE,4,B
23,65000,MORTGAGE,5,A
23,30000,RENT,8,A
24,76000,MORTGAGE,8,B
22,57600,OWN,6,A
23,45000,RENT,2,A
23,138000,RENT,1,D
22,69700,RENT,4,B
25,49000,OWN,4,A
22,57500,RENT,1,B
22,68000,MORTGAGE,6,A
26,50004,MORTGAGE,10,A
26,110000,RENT,3,C
22,50000,MORTGAGE,6,B
22,42000,RENT,2,C
21,35000,OWN,5,A
22,25000,RENT,1,B
22,37000,RENT,3,B
26,135000,MORTGAGE,6,D
22,32500,MORTGAGE,6,A
26,44000,MORTGAGE,0,A
25,76344,RENT,2,A
22,50361,RENT,6,C
23,24091,MORTGAGE,5,C
26,95000,MORTGAGE,10,C
25,59400,MORTGAGE,9,C
23,33000,RENT,7,D
26,47000,RENT,7,A
25,63000,MORTGAGE,9,A
21,45000,RENT,3,B
23,130000,MORTGAGE,4,A
21,140000,MORTGAGE,2,A
23,95004,RENT,2,A
22,75000,RENT,2,B
26,51000,RENT,10,B
24,35000,RENT,0,A
22,34404,RENT,2,D
24,30500,RENT,2,F
21,104000,MORTGAGE,5,A
22,25000,OWN,4,A
26,42000,RENT,2,C
23,60000,RENT,5,A
22,32000,RENT,0,B
22,91000,RENT,6,A
25,90000,MORTGAGE,7,A
22,58896,MORTGAGE,6,A
22,105000,MORTGAGE,6,B
25,60000,RENT,2,B
26,80000,MORTGAGE,5,A
22,31224,RENT,0,A
24,39000,RENT,4,C
22,46000,MORTGAGE,6,B
23,90000,MORTGAGE,7,D
22,39000,MORTGAGE,6,A
25,39996,RENT,2,B
26,145992,MORTGAGE,0,D
25,40000,RENT,2,B
25,44000,RENT,1,D
22,61500,RENT,3,C
26,35000,RENT,2,A
25,90000,MORTGAGE,9,A
26,87000,MORTGAGE,0,B
22,15996,RENT,3,C
22,48000,RENT,7,A
25,36000,MORTGAGE,3,A
25,57000,RENT,2,A
24,54996,RENT,2,B
24,21000,RENT,0,C
24,75000,RENT,4,B
26,50000,RENT,0,B
24,40000,RENT,2,C
23,29856,RENT,0,A
24,85392,RENT,9,A
21,37000,OWN,3,C
24,29120,RENT,0,B
25,32000,RENT,1,D
22,91000,OWN,5,A
26,95400,MORTGAGE,8,C
21,28692,MORTGAGE,5,B
25,90000,MORTGAGE,9,A
22,69000,RENT,5,B
25,70200,RENT,9,E
24,92341,RENT,9,A
24,73399,RENT,0,D
23,60000,RENT,2,A
24,62400,MORTGAGE,8,A
24,40000,MORTGAGE,3,B
26,37680,RENT,5,D
26,35000,RENT,0,C
23,78000,RENT,5,B
24,47211,OWN,8,B
23,57744,MORTGAGE,7,B
23,69000,RENT,7,B
26,95000,MORTGAGE,0,D
24,91000,MORTGAGE,5,A
21,30000,RENT,0,C
24,97000,MORTGAGE,3,C
22,68000,MORTGAGE,6,A
24,70000,RENT,3,B
22,45000,OWN,6,A
23,42000,MORTGAGE,1,C
25,75000,MORTGAGE,7,B
25,51492,MORTGAGE,2,B
24,70000,MORTGAGE,2,B
25,49200,MORTGAGE,6,A
22,78000,MORTGAGE,6,A
23,84000,MORTGAGE,7,B
23,24000,RENT,0,B
26,75531,RENT,3,D
25,30000,RENT,2,E
22,100000,MORTGAGE,0,C
24,38700,RENT,2,B
23,80000,MORTGAGE,4,A
24,35000,RENT,9,A
23,24000,RENT,7,C
24,79000,RENT,0,B
22,87000,RENT,5,C
23,39600,MORTGAGE,7,A
24,53004,MORTGAGE,6,B
22,38000,RENT,2,A
26,64000,RENT,4,B
23,27252,RENT,3,C
24,51500,RENT,6,B
25,59000,MORTGAGE,9,A
24,22680,RENT,9,B
24,94000,RENT,6,C
25,48996,MORTGAGE,8,B
22,59000,MORTGAGE,6,A
23,100000,MORTGAGE,2,A
21,31680,RENT,5,C
20,65000,MORTGAGE,4,B
23,78000,MORTGAGE,7,A
23,60000,MORTGAGE,0,B
21,21600,RENT,0,B
26,87996,MORTGAGE,3,A
26,58000,RENT,0,A
26,117000,MORTGAGE,8,A
23,46932,OWN,4,A
23,52692,RENT,4,C
22,40000,RENT,1,B
24,51000,RENT,6,B
22,12996,OWN,1,B
25,125000,RENT,9,D
26,76250,RENT,6,B
26,127992,MORTGAGE,10,C
24,39996,RENT,0,D
23,51000,OWN,7,A
25,40000,RENT,0,B
26,65000,MORTGAGE,10,A
22,40800,RENT,5,A
22,40000,RENT,2,A
25,59004,RENT,1,D
24,72000,MORTGAGE,2,A
26,45000,RENT,1,B
22,166000,MORTGAGE,1,B
25,80000,MORTGAGE,9,A
24,73000,RENT,2,A
22,55000,OWN,4,A
25,33000,RENT,0,A
21,41000,RENT,5,A
26,85000,MORTGAGE,4,B
23,60000,RENT,3,B
25,200000,OWN,0,B
22,24960,RENT,0,A
26,57550,MORTGAGE,4,A
22,60500,RENT,3,C
24,62000,RENT,4,C
24,72000,RENT,8,C
22,42000,MORTGAGE,6,C
22,100000,RENT,3,B
22,75000,RENT,2,B
23,75000,MORTGAGE,0,C
25,36000,MORTGAGE,2,C
24,36000,RENT,3,D
24,80000,OWN,8,A
25,50000,MORTGAGE,9,A
24,40000,RENT,3,A
24,30000,RENT,6,B
23,16080,RENT,4,D
23,47496,RENT,7,B
26,80400,RENT,6,B
23,76000,MORTGAGE,7,D
23,100000,RENT,1,C
21,18000,RENT,3,C
23,32640,RENT,5,B
26,64000,RENT,8,B
24,33600,RENT,5,B
24,47000,MORTGAGE,1,B
24,110000,MORTGAGE,7,A
23,36000,RENT,5,B
24,136000,MORTGAGE,9,F
23,92000,RENT,0,A
22,77000,MORTGAGE,6,A
26,28800,RENT,10,B
22,36000,OWN,4,D
25,75000,RENT,0,B
24,96000,MORTGAGE,7,C
24,50000,MORTGAGE,7,D
23,105999,MORTGAGE,6,B
22,44000,RENT,3,C
26,96050,MORTGAGE,3,D
26,33996,RENT,2,B
22,42000,MORTGAGE,6,A
25,49000,OWN,6,C
23,136000,MORTGAGE,7,A
22,30000,MORTGAGE,2,B
23,35400,RENT,4,B
23,125000,OTHER,4,A
23,53352,RENT,3,A
23,14400,RENT,0,B
25,80000,MORTGAGE,4,C
22,31500,RENT,3,D
22,35000,RENT,0,B
26,80000,OWN,5,C
22,25000,MORTGAGE,4,A
23,75885,MORTGAGE,7,C
26,65000,MORTGAGE,0,A
21,21600,OWN,4,A
23,44000,MORTGAGE,4,A
25,60000,RENT,4,A
25,48000,RENT,3,B
23,65000,MORTGAGE,3,A
22,48000,MORTGAGE,6,C
22,60000,RENT,0,B
23,30000,RENT,6,B
26,115600,MORTGAGE,4,A
21,12000,RENT,5,A
23,38004,RENT,5,A
23,130992,MORTGAGE,6,A
23,19200,MORTGAGE,7,A
22,60000,MORTGAGE,2,A
23,85000,MORTGAGE,8,C
25,20000,MORTGAGE,1,A
26,45000,RENT,5,B
22,52000,RENT,6,B
24,51600,RENT,8,B
22,60000,MORTGAGE,6,A
23,56700,MORTGAGE,7,A
24,48000,OWN,5,A
22,34000,RENT,4,D
23,37344,MORTGAGE,0,C
22,62000,MORTGAGE,2,D
24,103000,MORTGAGE,8,C
24,45000,MORTGAGE,8,A
24,120000,RENT,4,C
25,40000,RENT,5,A
23,113000,MORTGAGE,4,A
24,38400,RENT,8,A
24,20000,OWN,2,A
22,60000,RENT,3,A
23,23760,RENT,2,B
23,48000,OWN,8,C
23,61000,RENT,3,A
21,56000,RENT,5,E
24,46809,RENT,4,B
23,39456,OWN,7,A
23,115275,RENT,7,C
26,48000,MORTGAGE,4,A
23,59000,RENT,7,C
25,50000,MORTGAGE,9,A
24,72000,MORTGAGE,5,B
26,48000,RENT,7,A
22,52500,MORTGAGE,6,C
25,76000,MORTGAGE,3,A
23,39996,RENT,6,B
23,68000,MORTGAGE,4,A
25,82560,RENT,6,A
26,74000,MORTGAGE,5,A
25,38000,RENT,9,B
25,31500,RENT,8,A
25,88000,MORTGAGE,7,B
24,42000,OWN,8,A
25,60000,MORTGAGE,3,A
23,157500,RENT,1,B
22,37200,RENT,6,A
24,75000,RENT,6,B
23,68500,MORTGAGE,7,C
25,29000,RENT,9,B
24,35000,RENT,1,A
23,42000,RENT,0,C
23,16000,MORTGAGE,3,C
24,65000,RENT,5,A
21,70553,MORTGAGE,2,D
26,34000,RENT,3,D
21,25000,MORTGAGE,2,B
24,49278,RENT,4,C
24,52000,MORTGAGE,3,A
21,27600,OWN,3,C
26,59500,MORTGAGE,9,A
25,64000,RENT,0,E
22,33000,RENT,1,C
24,106000,RENT,6,B
22,28000,RENT,5,B
25,20000,RENT,1,A
21,60000,RENT,5,B
22,38000,MORTGAGE,4,A
21,37423,RENT,5,A
23,55000,RENT,0,C
22,74476,MORTGAGE,6,A
24,56000,MORTGAGE,8,A
25,45000,RENT,0,C
23,24000,MORTGAGE,5,B
25,100000,RENT,9,C
24,48000,MORTGAGE,2,B
22,61200,MORTGAGE,6,E
24,43995,RENT,4,C
24,95000,OWN,4,C
23,38000,RENT,0,A
22,103000,MORTGAGE,7,D
23,85000,RENT,2,C
23,75000,RENT,3,A
22,28500,MORTGAGE,1,A
23,74800,MORTGAGE,4,C
24,57000,MORTGAGE,8,F
23,15600,RENT,1,A
23,50000,RENT,5,A
25,78000,MORTGAGE,9,D
25,75996,MORTGAGE,9,B
23,60000,OWN,0,B
26,38000,MORTGAGE,10,D
22,175000,MORTGAGE,6,B
23,48000,RENT,6,A
24,42000,MORTGAGE,9,A
25,95950,RENT,2,B
25,84000,MORTGAGE,9,B
23,37500,RENT,2,C
25,49000,RENT,9,A
23,52800,RENT,4,C
23,33500,RENT,2,E
22,60000,MORTGAGE,4,A
23,70000,MORTGAGE,7,A
22,38000,RENT,5,C
25,28800,RENT,0,A
23,114600,MORTGAGE,7,C
25,63000,MORTGAGE,3,C
23,65000,MORTGAGE,3,A
22,57175,RENT,6,F
22,24000,OWN,3,B
24,67000,RENT,5,C
21,36000,RENT,1,D
23,67150,MORTGAGE,5,D
23,31200,RENT,0,C
24,45000,MORTGAGE,0,C
23,67000,OWN,1,A
23,112800,MORTGAGE,3,B
24,29000,RENT,5,C
24,22000,OWN,1,D
23,29004,OWN,1,C
24,80000,MORTGAGE,8,A
26,35000,RENT,0,A
26,52000,OWN,10,D
24,70399,RENT,0,A
21,18000,RENT,5,B
23,103240,MORTGAGE,0,A
25,54000,RENT,8,C
23,85000,RENT,5,A
22,66000,MORTGAGE,6,B
22,49000,MORTGAGE,2,B
21,47580,MORTGAGE,5,A
26,30000,RENT,4,C
23,30000,RENT,0,C
21,24996,RENT,2,E
22,44004,MORTGAGE,3,D
23,32000,MORTGAGE,4,A
24,88000,MORTGAGE,2,G
24,45600,MORTGAGE,0,A
23,95000,RENT,4,B
26,69846,RENT,2,F
23,75000,OWN,5,D
22,55000,RENT,3,D
24,122000,RENT,4,B
24,62500,OWN,8,C
26,93492,RENT,0,B
26,37000,RENT,0,B
23,61615,MORTGAGE,4,B
22,50000,MORTGAGE,6,A
22,75000,RENT,5,B
21,42500,RENT,0,B
26,45000,MORTGAGE,6,A
25,33500,RENT,2,B
26,75000,RENT,0,B
24,45000,RENT,0,E
23,54000,RENT,7,B
21,61000,RENT,3,B
22,28800,OWN,2,D
25,56204,RENT,3,D
25,57300,RENT,2,C
23,66000,RENT,0,B
24,8400,RENT,4,C
23,83600,RENT,7,A
24,45996,RENT,3,C
22,24000,MORTGAGE,4,A
22,50000,RENT,3,C
22,70000,MORTGAGE,3,B
23,47233,RENT,7,B
23,39996,RENT,7,B
26,51600,OWN,10,B
24,72000,MORTGAGE,1,A
21,44004,RENT,2,B
23,60000,RENT,4,A
23,63000,RENT,0,D
23,42000,RENT,2,B
23,65000,RENT,7,B
25,48500,OTHER,1,E
21,42000,RENT,5,D
26,45000,MORTGAGE,0,C
25,120000,RENT,9,C
25,49000,RENT,10,A
26,22800,RENT,4,C
22,55000,MORTGAGE,6,A
23,36000,MORTGAGE,6,C
24,70000,RENT,0,A
23,27000,RENT,6,C
22,58608,RENT,4,A
22,39000,OWN,6,A
22,185000,RENT,4,B
23,80400,RENT,4,A
24,41000,RENT,1,C
25,57000,RENT,1,B
26,51600,RENT,1,A
22,20000,RENT,2,B
25,60000,MORTGAGE,2,B
24,50500,RENT,7,A
23,33000,RENT,4,C
24,38000,MORTGAGE,3,B
21,104740,MORTGAGE,5,B
26,76800,MORTGAGE,2,A
23,92004,MORTGAGE,7,B
23,44004,OWN,7,A
23,36100,RENT,2,A
22,31000,RENT,5,B
24,49000,MORTGAGE,5,A
24,63410,MORTGAGE,3,E
25,70000,MORTGAGE,6,A
26,103000,MORTGAGE,10,D
22,21000,RENT,7,D
25,48600,RENT,0,A
25,27800,OWN,4,A
23,54000,RENT,7,B
25,42000,RENT,1,B
24,53000,MORTGAGE,8,D
24,86400,MORTGAGE,2,A
24,90000,MORTGAGE,8,C
25,33000,MORTGAGE,6,A
24,70000,MORTGAGE,2,A
24,12000,OWN,4,B
24,72000,OWN,4,B
24,28590,RENT,7,D
24,70550,RENT,8,D
26,51000,MORTGAGE,10,D
26,33800,RENT,4,C
22,74000,RENT,4,A
25,61000,RENT,9,A
24,91000,MORTGAGE,0,A
21,65004,MORTGAGE,5,B
24,83100,RENT,5,E
22,40000,RENT,2,A
26,54000,MORTGAGE,10,A
23,60000,MORTGAGE,6,C
22,44004,RENT,2,A
22,107000,MORTGAGE,6,E
23,25800,RENT,2,C
24,90000,RENT,8,B
24,21600,RENT,4,B
26,59000,RENT,3,C
26,130000,MORTGAGE,5,D
26,84000,RENT,7,D
23,108366,RENT,7,F
22,64000,RENT,5,A
23,40000,RENT,7,B
25,63128,RENT,4,A
26,48000,RENT,1,E
25,56000,MORTGAGE,4,A
25,100000,MORTGAGE,9,B
26,80000,MORTGAGE,0,A
24,425000,MORTGAGE,8,A
24,55680,MORTGAGE,4,B
24,140300,MORTGAGE,6,B
22,36000,MORTGAGE,3,A
25,34000,RENT,10,B
25,79404,OTHER,0,D
25,69000,RENT,3,D
21,30000,RENT,2,D
22,60000,RENT,0,A
24,29232,MORTGAGE,1,B
23,37500,RENT,0,A
22,59000,RENT,2,B
23,32388,MORTGAGE,0,B
23,48000,RENT,1,C
22,36600,MORTGAGE,2,A
25,45000,MORTGAGE,5,B
23,100000,MORTGAGE,0,A
25,29000,RENT,2,C
22,12000,RENT,0,A
26,70000,RENT,2,B
22,70800,RENT,6,C
24,30000,RENT,2,A
26,24500,RENT,4,B
23,40000,RENT,5,B
25,174000,MORTGAGE,2,C
26,72600,MORTGAGE,3,A
26,75000,RENT,5,A
25,42000,RENT,2,B
22,89250,MORTGAGE,6,D
21,12000,RENT,0,C
23,57600,MORTGAGE,0,B
23,50000,MORTGAGE,6,B
25,70000,MORTGAGE,6,B
21,30000,RENT,1,C
22,100000,MORTGAGE,3,B
22,33300,RENT,0,B
23,19200,OWN,4,A
25,41000,RENT,3,B
24,55000,MORTGAGE,8,A
24,35000,MORTGAGE,6,B
21,62000,MORTGAGE,2,A
23,54000,MORTGAGE,4,B
22,10800,RENT,4,C
23,70000,OWN,0,B
23,100000,MORTGAGE,7,B
21,13806,RENT,6,C
23,69743,MORTGAGE,7,D
23,41000,RENT,7,A
23,55000,MORTGAGE,5,C
25,140000,MORTGAGE,9,B
23,43000,MORTGAGE,1,A
22,31200,RENT,1,B
23,46852,RENT,3,B
23,72000,MORTGAGE,7,A
21,39900,RENT,3,B
26,59000,RENT,3,D
22,67500,RENT,1,B
21,23000,MORTGAGE,2,A
24,30000,RENT,6,A
22,50000,MORTGAGE,6,B
21,18000,RENT,0,A
24,34900,RENT,3,B
21,18000,RENT,1,A
25,98000,OWN,0,A
23,51996,RENT,7,C
26,100000,MORTGAGE,7,A
23,33000,RENT,5,D
24,112000,MORTGAGE,8,A
23,32000,RENT,0,A
26,67983,MORTGAGE,7,D
23,20400,RENT,2,A
24,45792,RENT,3,B
25,56004,RENT,3,C
25,35000,OWN,9,C
25,30000,RENT,6,B
23,92000,MORTGAGE,7,C
24,56100,RENT,4,D
24,85000,RENT,5,B
23,69996,RENT,7,C
23,37000,MORTGAGE,3,D
25,43000,MORTGAGE,5,A
24,62000,MORTGAGE,7,A
23,60000,RENT,2,A
23,32000,RENT,0,C
24,42000,RENT,0,A
25,43200,OWN,9,B
24,80000,MORTGAGE,8,D
25,77000,MORTGAGE,1,F
24,62500,MORTGAGE,2,A
25,63600,MORTGAGE,9,B
22,19200,MORTGAGE,3,D
22,89000,MORTGAGE,6,C
24,80000,MORTGAGE,6,A
24,59000,MORTGAGE,3,C
25,34000,RENT,0,C
22,50000,OWN,3,A
24,30000,RENT,0,E
24,46000,RENT,0,D
25,80000,RENT,0,B
24,89772,RENT,8,C
25,33000,MORTGAGE,9,B
21,20000,RENT,0,A
23,54000,RENT,7,B
22,30000,RENT,4,C
24,70000,RENT,4,C
23,96000,RENT,7,B
22,39000,MORTGAGE,6,A
26,105000,MORTGAGE,11,A
22,56000,RENT,6,E
23,100000,RENT,4,B
22,48000,RENT,0,A
21,35000,RENT,6,A
21,39900,RENT,0,A
22,19008,OWN,4,A
25,30000,RENT,2,B
25,96000,RENT,3,B
25,101424,RENT,6,A
26,26400,MORTGAGE,10,C
24,29200,MORTGAGE,6,A
25,44000,RENT,2,D
25,45000,RENT,2,A
24,56000,MORTGAGE,8,E
22,33000,RENT,1,B
24,70000,MORTGAGE,8,B
23,68000,MORTGAGE,5,B
22,37200,RENT,2,A
22,25200,RENT,7,D
24,62400,RENT,8,B
26,40000,RENT,11,B
25,80004,RENT,9,C
23,55000,RENT,7,B
25,100000,RENT,2,D
22,50004,RENT,2,A
21,38400,RENT,5,B
24,61400,RENT,1,C
23,53664,MORTGAGE,7,B
22,62000,RENT,0,C
22,35325,RENT,2,D
23,50000,RENT,5,B
25,45600,MORTGAGE,7,C
21,47500,RENT,2,B
23,58000,RENT,4,B
22,60000,MORTGAGE,6,A
22,41604,OWN,1,B
23,75000,RENT,0,B
26,62500,RENT,7,C
22,33685,MORTGAGE,6,C
23,78000,RENT,7,B
21,98000,MORTGAGE,5,B
23,85596,MORTGAGE,5,B
24,45000,RENT,1,B
23,33359,RENT,2,A
26,55000,RENT,1,A
23,27996,RENT,3,C
23,18000,RENT,5,B
22,61000,RENT,3,B
22,95000,MORTGAGE,1,C
25,69996,RENT,9,D
26,27983,MORTGAGE,7,A
23,85500,RENT,1,C
26,44400,MORTGAGE,4,C
22,58000,OTHER,3,C
22,45000,RENT,4,A
23,43500,RENT,0,C
26,102000,MORTGAGE,3,B
22,74000,MORTGAGE,6,A
24,23000,RENT,4,A
23,49000,MORTGAGE,7,C
23,50000,MORTGAGE,3,B
26,85000,MORTGAGE,1,C
22,48000,RENT,1,B
23,57355,MORTGAGE,5,C
24,30996,RENT,7,E
21,22200,RENT,2,D
24,25000,RENT,0,A
22,22596,RENT,4,B
22,33300,MORTGAGE,5,D
24,30000,RENT,6,E
25,35000,RENT,4,A
22,127500,MORTGAGE,2,A
24,18000,RENT,5,C
23,45000,RENT,7,B
24,65000,MORTGAGE,5,B
26,69000,MORTGAGE,10,D
26,46000,RENT,4,A
24,48000,MORTGAGE,4,A
22,13200,RENT,0,B
25,49000,MORTGAGE,9,A
22,60000,RENT,0,A
22,26400,RENT,1,C
24,42000,MORTGAGE,2,A
22,50000,RENT,4,A
25,34000,MORTGAGE,2,C
24,80000,MORTGAGE,0,A
24,55782,RENT,3,A
26,65935,RENT,1,D
23,82000,RENT,2,B
25,46800,RENT,5,C
23,108000,RENT,7,B
25,78000,MORTGAGE,7,C
24,67000,MORTGAGE,2,B
22,19680,RENT,2,D
23,43200,RENT,2,D
24,80000,MORTGAGE,8,A
22,50663,RENT,0,C
26,122500,RENT,1,B
22,33600,OWN,1,D
22,88512,MORTGAGE,6,A
23,28800,RENT,5,B
22,48000,MORTGAGE,6,A
23,75000,RENT,0,B
24,110000,RENT,5,A
26,46000,MORTGAGE,8,B
24,85000,RENT,0,A
23,45000,RENT,2,C
23,72000,RENT,3,A
21,35324,RENT,4,B
21,15600,RENT,0,A
24,40944,RENT,0,B
25,105000,MORTGAGE,3,C
21,26000,RENT,2,E
24,31000,RENT,8,C
22,60000,MORTGAGE,6,A
24,28000,RENT,3,E
23,99996,MORTGAGE,2,B
23,33204,RENT,7,C
21,29004,RENT,5,C
22,45000,MORTGAGE,2,D
22,25000,OWN,1,A
25,93000,RENT,3,B
24,26400,RENT,4,A
24,67000,OWN,2,B
25,62500,RENT,2,D
26,78000,MORTGAGE,7,A
23,68000,RENT,1,E
24,35000,RENT,4,A
25,45000,RENT,1,B
23,69000,MORTGAGE,0,D
22,80000,MORTGAGE,7,B
26,56000,RENT,6,C
23,40308,MORTGAGE,1,A
24,49200,OWN,8,C
24,54000,MORTGAGE,8,B
23,50400,MORTGAGE,7,B
22,41000,RENT,6,A
25,70000,MORTGAGE,9,B
23,87000,MORTGAGE,0,C
21,72500,RENT,3,C
24,42000,MORTGAGE,8,D
26,60996,MORTGAGE,2,B
23,200000,MORTGAGE,4,B
25,57000,RENT,0,C
26,21000,OWN,4,C
25,55000,MORTGAGE,3,A
24,45996,RENT,2,C
21,20400,RENT,2,B
23,34800,RENT,6,A
25,77078,MORTGAGE,1,B
26,100000,MORTGAGE,5,B
26,34000,MORTGAGE,6,A
25,52000,MORTGAGE,8,C
24,93000,MORTGAGE,5,D
25,29000,RENT,9,A
21,20004,OWN,2,B
24,120000,OWN,8,A
23,36000,RENT,5,B
23,72250,RENT,7,B
23,66000,RENT,7,B
24,193000,MORTGAGE,8,C
26,92500,RENT,3,B
24,105000,RENT,2,A
25,45000,RENT,4,B
23,75000,RENT,4,B
24,43680,RENT,1,A
24,57500,RENT,4,C
22,30000,OWN,4,C
26,34000,RENT,5,A
22,32500,RENT,0,B
26,31200,RENT,8,A
25,77000,MORTGAGE,9,A
22,40000,MORTGAGE,6,B
25,44000,MORTGAGE,7,B
22,19200,RENT,0,E
25,66000,RENT,9,D
25,25716,RENT,1,A
25,40000,MORTGAGE,6,C
26,45000,RENT,3,B
24,48200,RENT,3,B
23,117696,MORTGAGE,2,A
26,54000,RENT,0,D
24,38000,RENT,0,B
22,52000,MORTGAGE,6,C
32,1200000,MORTGAGE,1,A
34,948000,MORTGAGE,18,B
29,70500,RENT,5,A
33,77100,RENT,6,A
29,10000,OWN,0,B
28,80000,RENT,12,D
29,80000,RENT,2,C
35,648000,MORTGAGE,6,E
29,85000,RENT,1,B
31,73000,RENT,8,E
34,89000,RENT,3,D
27,100000,RENT,1,C
30,10200,OWN,4,B
30,504000,RENT,4,B
35,500000,MORTGAGE,17,C
35,500000,MORTGAGE,6,C
33,468000,MORTGAGE,14,D
34,120000,RENT,17,B
27,10400,OWN,4,C
33,138000,RENT,0,E
34,156000,RENT,4,A
30,10800,OWN,4,B
29,160000,RENT,4,C
31,150000,RENT,4,D
33,400000,MORTGAGE,9,A
31,400000,MORTGAGE,5,A
29,400000,MORTGAGE,10,B
34,325550,MORTGAGE,3,D
33,390000,MORTGAGE,8,B
